Id,Label,Type,Glass,Origin_State,Origin_Country,Interest_Rating,Average_Time,Taste_Profile,CommunityID
diamond dog,diamond dog,Cocktail,Old-fashioned glass,,,4.0,7.0,bitter,3
crème brûlée cocktail,crème brûlée cocktail,Cocktail,Coupe glass,,,3.95,7.0,vanilla,0
spiced apple daiquiri,spiced apple daiquiri,Cocktail,Martini glass,New York,United States,3.5,7.0,dry,1
detox,detox,Cocktail,Shot glass,,,,7.0,fresh,5
jaw's attack,jaw's attack,Cocktail,Collins glass,,,,7.0,tangy,5
irish lodge,irish lodge,Cocktail,Old-fashioned glass,,,,7.0,malty,4
black eye,black eye,Cocktail,Old-fashioned glass,New Jersey,United States,4.07,6.75,whisky,1
bourbon elderflower,bourbon elderflower,Cocktail,Old-fashioned glass,,,5.0,6.67,vanilla,1
pomegranate margarita,pomegranate margarita,Cocktail,Coupe glass,,,4.85,6.67,earthy,5
raspberry mojito,raspberry mojito,Cocktail,Collins glass,,Cuba,4.75,6.67,sweet,1
spiked limonana,spiked limonana,Cocktail,Highball (max 10oz/300ml),,,4.7,6.67,fresh,1
elk martini,elk martini,Cocktail,Martini glass,Metropolitan France,France,4.5,6.67,dry,3
paradise,paradise,Cocktail,Coupe glass,,,4.4,6.67,dry,3
elderflower gin fizz,elderflower gin fizz,Cocktail,Fizz or Highball (8oz to 10oz),,,,6.67,dry,1
autumn breeze,autumn breeze,Cocktail,Coupe glass,,,,6.67,dry,4
watermelon martini,watermelon martini,Cocktail,Martini glass,,,4.3,6.6,spirity,1
cantaritos,cantaritos,Cocktail,Cantaritos clay pot or Collins glass,,Spain,4.9,6.5,earthy,5
earl grey fizz,earl grey fizz,Cocktail,Flute glass,,,4.75,6.5,spirity,1
raspberry daiquiri,raspberry daiquiri,Cocktail,Coupe glass,England,United Kingdom,4.75,6.5,dry,5
mojito (no added sugar & low-calorie),mojito (no added sugar & low-calorie),Cocktail,Collins glass,,Jordan,4.65,6.5,dry,1
mango daiquiri,mango daiquiri,Cocktail,Coupe glass,,,4.6,6.5,dry,5
the lady wears red,the lady wears red,Cocktail,Martini glass,,,4.6,6.5,dry,3
honey bee,honey bee,Cocktail,Coupe glass,,Jamaica,4.5,6.5,jammy,5
rossini,rossini,Cocktail,Flute glass,Veneto,Italy,4.5,6.5,floral,1
dried meadow flower,dried meadow flower,Cocktail,Collins glass,,,4.5,6.5,salty,1
mariposa (less sweet),mariposa (less sweet),Cocktail,Coupe glass,,Spain,4.5,6.5,Unknown,1
mayra's parisian cocktail,mayra's parisian cocktail,Cocktail,Coupe glass,,,4.5,6.5,aromatic,4
orange brulée,orange brulée,Cocktail,Coupe glass,,Greece,4.25,6.5,nutty,0
passion fruit caipirinha,passion fruit caipirinha,Cocktail,Highball (max 10oz/300ml),,Brazil,5.0,6.4,watery,1
gin & celery,gin & celery,Cocktail,Rocks glass,,,4.8,6.33,aromatic,1
tahitian honey bee,tahitian honey bee,Cocktail,Coupe glass,,Puerto Rico,4.5,6.33,dry,5
blood orange margarita,blood orange margarita,Cocktail,Martini glass,,Italy,4.5,6.33,salty,4
irmina's chocolate orange espresso martini,irmina's chocolate orange espresso martini,Cocktail,Coupe glass,,,4.43,6.33,bitter,0
floral daiquiri,floral daiquiri,Cocktail,Coupe glass,,Cuba,4.4,6.33,dry,1
cucumber spritz,cucumber spritz,Cocktail,Copa glass,,Germany,4.3,6.33,sweet,1
strawberry collins,strawberry collins,Cocktail,Collins glass,,,4.25,6.33,salty,1
rubí,rubí,Cocktail,Old-fashioned glass,,,4.22,6.33,old,6
absinthe mojito,absinthe mojito,Cocktail,Highball (max 10oz/300ml),England,United Kingdom,4.0,6.33,tangy,1
white christmas martini,white christmas martini,Cocktail,Martini (large 10oz) glass,,,4.88,6.25,vanilla,0
buttercup cocktail,buttercup cocktail,Cocktail,Coupe glass,,Netherlands,4.83,6.25,old,3
apple pie cocktail,apple pie cocktail,Cocktail,Martini glass,Metropolitan France,France,4.77,6.25,tarty,1
chad's watermelon martini,chad's watermelon martini,Cocktail,Martini glass,,,4.5,6.25,spirity,4
elle for leather,elle for leather,Cocktail,Collins glass,,,5.0,6.0,dry,1
mango margarita (frozen),mango margarita (frozen),Cocktail,Coupe glass,,,5.0,6.0,earthy,5
rhode island red,rhode island red,Cocktail,Collins glass,,United States,5.0,6.0,earthy,5
pink grape,pink grape,Cocktail,Highball (max 10oz/300ml),,Mexico,5.0,6.0,tarty,1
bubbling raspberry margarita on the rocks,bubbling raspberry margarita on the rocks,Cocktail,Margarita glass,,,5.0,6.0,sweet,4
passion fruit margarita,passion fruit margarita,Cocktail,Coupe glass,,Brazil,4.98,6.0,earthy,5
bee's tease,bee's tease,Cocktail,Coupe glass,,Greece,4.75,6.0,dry,1
kiwi fresh fruit martini,kiwi fresh fruit martini,Cocktail,Martini glass,,,4.75,6.0,sour,1
the malagueña,the malagueña,Cocktail,Coupe glass,,Cuba,4.75,6.0,rummy,3
lavender margarita,lavender margarita,Cocktail,Coupe glass,,United States,4.72,6.0,earthy,5
bruised pomegranate,bruised pomegranate,Cocktail,Coupe glass,,,4.7,6.0,malty,3
gingery porn star martini,gingery porn star martini,Cocktail,Coupe glass,,,4.6,6.0,citrusy,4
bourbon crusta,bourbon crusta,Cocktail,Flute glass,,,4.5,6.0,vanilla,3
kiwi bellini,kiwi bellini,Cocktail,Flute glass,,,4.5,6.0,sour,1
tequila smash,tequila smash,Cocktail,Old-fashioned glass,,Mexico,4.5,6.0,earthy,5
revolutionary flip,revolutionary flip,Cocktail,Coupe glass,,,4.5,6.0,aromatic,3
bird of paradise gin fizz,bird of paradise gin fizz,Cocktail,Highball (max 10oz/300ml),Quebec,Canada,4.5,6.0,sweet,1
ramos greek fizz,ramos greek fizz,Cocktail,Collins glass,,Greece,4.5,6.0,salty,1
100 year old cigar,100 year old cigar,Cocktail,Coupe glass,New York,United States,4.5,6.0,rummy,3
sunset cocktail,sunset cocktail,Cocktail,Collins glass,Hawaii,United States,4.5,6.0,pineapple,5
chicago fizz,chicago fizz,Cocktail,Highball (max 10oz/300ml),,Jamaica,4.45,6.0,rummy,1
elixir fizz,elixir fizz,Cocktail,Wine glass,,,4.4,6.0,floral,1
smokin' hot mexican,smokin' hot mexican,Cocktail,Margarita glass,,,4.4,6.0,smokey,4
sunset sour,sunset sour,Cocktail,Rocks glass,,Italy,4.4,6.0,Unknown,4
white gin fizz,white gin fizz,Cocktail,Collins glass,,,4.3,6.0,dry,1
raspberry smoothie,raspberry smoothie,Cocktail,Sling glass,,,4.3,6.0,spirity,1
blossom,blossom,Cocktail,Coupe glass,New York,United States,4.25,6.0,dry,1
fizz á la violette,fizz á la violette,Cocktail,Fizz or Highball (8oz to 10oz),,France,4.15,6.0,sweet,1
pineapple express,pineapple express,Cocktail,Coupe glass,,,4.15,6.0,pineapple,5
bonsoni,bonsoni,Cocktail,Coupe glass,,Italy,4.1,6.0,bitter,3
asian ginger cocktail,asian ginger cocktail,Cocktail,Martini glass,,Asia,4.0,6.0,umami,1
crouching tiger,crouching tiger,Cocktail,Shot glass,Shanghai,China,4.0,6.0,earthy,5
lemon meringue pie'tini,lemon meringue pie'tini,Cocktail,Coupe glass,,,4.0,6.0,creamy,1
the colonial cooler,the colonial cooler,Cocktail,Collins glass,Quebec,Canada,4.0,6.0,dry,3
bellini peach spritz,bellini peach spritz,Cocktail,Rocks glass,,Germany,4.0,6.0,floral,1
exotic passion,exotic passion,Cocktail,Collins glass,,,3.95,6.0,spirity,5
entente cordiale no.2,entente cordiale no.2,Cocktail,Coupe glass,,,3.85,6.0,aromatic,3
spanish coffee,spanish coffee,Cocktail,Copa glass,Oregon,United States,3.83,6.0,coffee,0
cherry blossom,cherry blossom,Cocktail,Coupe glass,RAP (Especial) Central,Colombia,3.8,6.0,aromatic,3
pineapple sour,pineapple sour,Cocktail,Old-fashioned glass,,Greece,3.65,6.0,vanilla,1
bobby de niro,bobby de niro,Cocktail,Martini glass,,,3.5,6.0,dry,3
huckle my buff,huckle my buff,Cocktail,Toddy glass,Virginia,United States,3.5,6.0,beer,3
cuba libre,cuba libre,Cocktail,Collins glass,,Cuba,,6.0,cola,3
iced tea,iced tea,Cocktail,Collins glass,Tennessee,United States,,6.0,aromatic,5
la iced tea,la iced tea,Cocktail,Sling glass,,,,6.0,tangy,5
long island lemonade,long island lemonade,Cocktail,Collins glass,,,,6.0,tangy,5
long island iced tea cocktail,long island iced tea cocktail,Cocktail,Collins glass,Tennessee,United States,,6.0,cola,5
long island spiced tea,long island spiced tea,Cocktail,Collins glass,,,,6.0,tangy,5
copa cola,copa cola,Cocktail,Collins glass,,,,6.0,mineral-y,3
little cuba,little cuba,Cocktail,Old-fashioned glass,,,,6.0,sweet,3
dale's peppermint chocolate negroni,dale's peppermint chocolate negroni,Cocktail,Old-fashioned glass,,,,6.0,aromatic,4
angela's kentucky buck,angela's kentucky buck,Cocktail,Collins glass,,,,6.0,vanilla,1
xo cooler,xo cooler,Cocktail,Highball (max 10oz/300ml),,,,6.0,cola,4
vaina,vaina,Cocktail,Flute glass,,Chile,,6.0,whiskey,3
short island iced tea cocktail,short island iced tea cocktail,Cocktail,Old-fashioned glass,,,,6.0,spirity,4
flying scotsman,flying scotsman,Cocktail,Old-fashioned glass,,,4.83,5.75,dry,3
i blue a quarterback,i blue a quarterback,Cocktail,Martini glass,,,4.8,5.75,sweet,0
orange spur,orange spur,Cocktail,Coupe glass,,,4.45,5.75,spirity,1
limeade (non-alcoholic),limeade (non-alcoholic),Cocktail,Collins glass,,Thailand,5.0,5.67,watery,1
strawberry fields,strawberry fields,Cocktail,Coupe glass,,,5.0,5.67,spirity,1
real coconut daiquiri,real coconut daiquiri,Cocktail,Coupe glass,,,4.83,5.67,Unknown,5
the hac,the hac,Cocktail,Coupe glass,,,4.75,5.67,earthy,5
mint julep (no sugar & low-calorie),mint julep (no sugar & low-calorie),Cocktail,Julep tin,,,4.62,5.67,vanilla,1
iced rum mocha,iced rum mocha,Cocktail,Double old-fashioned,,,4.5,5.67,sweet,0
sweetie darling,sweetie darling,Cocktail,Flute glass,,,4.5,5.67,tangy,1
jack frost no.2,jack frost no.2,Cocktail,Coupe glass,,,4.47,5.67,aromatic,5
sleepy hollow,sleepy hollow,Cocktail,Old-fashioned glass,,,4.4,5.67,dry,1
sweet tart,sweet tart,Cocktail,Sling glass,,,4.38,5.67,spirity,5
baby blue cocktail,baby blue cocktail,Cocktail,Martini glass,,,4.35,5.67,dry,5
miami beach,miami beach,Cocktail,Coupe glass,,,4.3,5.67,dry,1
april shower,april shower,Cocktail,Coupe glass,,,4.27,5.67,aromatic,3
melon martini (fresh fruit),melon martini (fresh fruit),Cocktail,Martini glass,,,4.27,5.67,sweet,1
indian sunset,indian sunset,Cocktail,Martini glass,,,4.25,5.67,spirity,1
mango rum cooler,mango rum cooler,Cocktail,Collins glass,,Bahamas,4.05,5.67,dry,1
strawberry blonde,strawberry blonde,Cocktail,Collins glass,Lazio,Italy,4.0,5.67,spirity,1
bandera,bandera,Cocktail,Shot glass,,Mexico,4.0,5.67,smokey,5
pumpkin pie martini,pumpkin pie martini,Cocktail,Martini glass,,Ireland,4.92,5.5,toasty,0
passion fruit daiquiri,passion fruit daiquiri,Cocktail,Coupe glass,,Cuba,4.83,5.5,citrusy,5
sour grapes,sour grapes,Cocktail,Coupe glass,Tennessee,United States,4.7,5.5,vanilla,1
rand's ramos greek fizz,rand's ramos greek fizz,Cocktail,Collins glass,,,4.5,5.5,cola,1
kiwi caipirinha,kiwi caipirinha,Cocktail,Highball (max 10oz/300ml),,Brazil,4.47,5.5,watery,1
earl grey marteani,earl grey marteani,Cocktail,Martini glass,New York,United States,4.4,5.5,dry,1
black widow,black widow,Cocktail,Martini glass,,,4.2,5.5,aromatic,0
hummingbird,hummingbird,Cocktail,Double old-fashioned,,Jamaica,4.2,5.5,tangy,5
martini with lillet,martini with lillet,Cocktail,Coupe glass,,,4.2,5.5,aromatic,4
watermelon batida,watermelon batida,Cocktail,Collins glass,,Brazil,4.0,5.5,bitter,5
florence fizz,florence fizz,Cocktail,Collins glass,,Italy,3.95,5.5,floral,1
the roger collins,the roger collins,Cocktail,Collins glass,,United States,,5.5,brandy,4
fruit cup spritz,fruit cup spritz,Cocktail,Old-fashioned glass,,,4.75,5.33,floral,1
coconut daiquiri,coconut daiquiri,Cocktail,Coupe glass,,,4.73,5.33,dry,5
creamy bee,creamy bee,Cocktail,Coupe glass,,,4.63,5.33,honey,0
banana colada,banana colada,Cocktail,Hurricane glass,,Spain,4.5,5.33,tangy,5
cardamom daiquiri,cardamom daiquiri,Cocktail,Coupe glass,,Cuba,4.5,5.33,dry,1
toffee apple,toffee apple,Cocktail,Sling glass,,United States,4.33,5.33,buttery,0
kiwi batida,kiwi batida,Cocktail,Collins glass,,,4.13,5.33,sour,1
pisco collins,pisco collins,Cocktail,Collins glass,,,4.0,5.33,sweet,1
puccini,puccini,Cocktail,Flute glass,Veneto,Italy,3.5,5.33,sweet,1
long island iced tea (no added sugar* & low-calorie),long island iced tea (no added sugar* & low-calorie),Cocktail,Sling glass,Tennessee,United States,4.47,5.25,cola,5
mattias's green eyes,mattias's green eyes,Cocktail,Martini glass,,,4.33,5.25,aromatic,4
chai latte 'martini',chai latte 'martini',Cocktail,Coupe glass,,,4.65,5.2,vanilla,0
red delight,red delight,Cocktail,Collins glass,,,4.4,5.2,tangy,1
absinthe sour,absinthe sour,Cocktail,Old-fashioned glass,,France,5.0,5.0,sweet,1
all fall down,all fall down,Cocktail,Shot glass,,,5.0,5.0,coffee,5
bourbonella,bourbonella,Cocktail,Martini glass,,,5.0,5.0,vanilla,3
chocolate martini,chocolate martini,Cocktail,Martini glass,California,United States,5.0,5.0,spirity,0
claridge cocktail,claridge cocktail,Cocktail,Coupe glass,Metropolitan France,France,5.0,5.0,dry,3
coco naut,coco naut,Cocktail,Hurricane glass,,,5.0,5.0,rummy,5
cucumber sake-tini,cucumber sake-tini,Cocktail,Martini glass,,Asia,5.0,5.0,spirity,1
chocolarita,chocolarita,Cocktail,Coupe glass,,,5.0,5.0,earthy,0
doctor funk,doctor funk,Cocktail,Sling glass,,Samoa,5.0,5.0,rummy,5
espresso daiquiri,espresso daiquiri,Cocktail,Coupe glass,,,5.0,5.0,old,0
flying grasshopper,flying grasshopper,Cocktail,Coupe glass,,,5.0,5.0,creamy,0
gin garden,gin garden,Cocktail,Martini glass,,,5.0,5.0,dry,1
golden dragon,golden dragon,Cocktail,Collins glass,,China,5.0,5.0,earthy,5
green tea cocktail no.1,green tea cocktail no.1,Cocktail,Martini glass,,,5.0,5.0,herby,1
jumbled fruit julep,jumbled fruit julep,Cocktail,Collins glass,,,5.0,5.0,spirity,1
knockout martini,knockout martini,Cocktail,Coupe glass,,,5.0,5.0,dry,3
lychee & sake martini,lychee & sake martini,Cocktail,Martini glass,,,5.0,5.0,dry,3
manhattan island,manhattan island,Cocktail,Martini glass,,,5.0,5.0,aromatic,3
oatmeal cookie,oatmeal cookie,Cocktail,Shot glass,,Ireland,5.0,5.0,creamy,0
passion fruit cocktail,passion fruit cocktail,Cocktail,Coupe glass,North Region,Brazil,5.0,5.0,citrusy,5
raspberry margarita,raspberry margarita,Cocktail,Coupe glass,,,5.0,5.0,earthy,5
rum sour,rum sour,Cocktail,Double old-fashioned,,Cuba,5.0,5.0,rummy,5
sake-tini no.1,sake-tini no.1,Cocktail,Martini glass,,,5.0,5.0,umami,3
east meets west julep,east meets west julep,Cocktail,Old-fashioned glass,,,5.0,5.0,vanilla,5
fig supreme,fig supreme,Cocktail,Old-fashioned glass,,,5.0,5.0,earthy,5
reverse martini,reverse martini,Cocktail,Martini glass,,,5.0,5.0,tarty,3
grasshopper,grasshopper,Cocktail,Coupe glass,New York,United States,5.0,5.0,peppery,0
the puritan,the puritan,Cocktail,Coupe glass,,,5.0,5.0,dry,3
clover club (house-made),clover club (house-made),Cocktail,Coupe glass,Pennsylvania,United States,5.0,5.0,dry,1
absinthe martini,absinthe martini,Cocktail,Martini glass,,,5.0,5.0,dry,3
bohemian martini,bohemian martini,Cocktail,Martini glass,,,5.0,5.0,dry,3
strawberry jive,strawberry jive,Cocktail,Old-fashioned glass,,,5.0,5.0,dry,1
general harrison's nogg,general harrison's nogg,Cocktail,Old-fashioned glass,,United States,5.0,5.0,sweet,1
pimm's spritz,pimm's spritz,Cocktail,Rocks glass,,,5.0,5.0,floral,1
el mediterraneo,el mediterraneo,Cocktail,Coupe glass,,Sweden,5.0,5.0,dry,1
the bennett cocktail,the bennett cocktail,Cocktail,Coupe glass,New York,United States,5.0,5.0,dry,3
under the clouds,under the clouds,Cocktail,Coupe glass,,,5.0,5.0,dry,5
guayaba arabica,guayaba arabica,Cocktail,Coupe glass,Eastern,Kenya,5.0,5.0,dry,5
tequila fruit cup (difford's cup no.7),tequila fruit cup (difford's cup no.7),Cocktail,Collins glass,,,5.0,5.0,spicy,3
sloe gin cocktail,sloe gin cocktail,Cocktail,Coupe glass,England,United Kingdom,5.0,5.0,sweet,3
ubhal 75,ubhal 75,Cocktail,Flute glass,,,5.0,5.0,dry,6
pentapple punch,pentapple punch,Cocktail,Collins glass,,,5.0,5.0,pineapple,1
apple days,apple days,Cocktail,Coupe glass,,,5.0,5.0,floral,1
reno,reno,Cocktail,Old-fashioned glass,Louisiana,United States,5.0,5.0,sweet,3
margarita amore,margarita amore,Cocktail,Margarita glass,,,5.0,5.0,earthy,5
garden sour,garden sour,Cocktail,Collins glass,,,5.0,5.0,peppery,1
once upon a time,once upon a time,Cocktail,Nick & Nora glass,,,5.0,5.0,aromatic,6
isla de piño,isla de piño,Cocktail,Coupe glass,Havana,Cuba,5.0,5.0,old,5
spanish espresso martini,spanish espresso martini,Cocktail,Coupe glass,,,5.0,5.0,chocolatey,0
tears & dreams,tears & dreams,Cocktail,Wine glass,,,5.0,5.0,sweet,5
white grasshopper,white grasshopper,Cocktail,Coupe glass,,,5.0,5.0,aromatic,0
guajava,guajava,Cocktail,Highball (max 10oz/300ml),,,5.0,5.0,tangy,5
saketini,saketini,Cocktail,Martini glass,,,5.0,5.0,spirity,1
fusion heering fizz,fusion heering fizz,Cocktail,Flute glass,,,5.0,5.0,syrupy,0
purple rain,purple rain,Cocktail,Coupe glass,New York,United States,5.0,5.0,sweet,5
the captain's cooler,the captain's cooler,Cocktail,Sling glass,,,5.0,5.0,dry,5
seann's clover club (house-made),seann's clover club (house-made),Cocktail,Coupe glass,,,5.0,5.0,tangy,1
rendezvous,rendezvous,Cocktail,Martini glass,Massachusetts,United States,5.0,5.0,tangy,1
rum passion,rum passion,Cocktail,Julep tin,,,5.0,5.0,dry,5
bitter bourbon spritz,bitter bourbon spritz,Cocktail,Wine glass,,,5.0,5.0,cola,4
spiced despot tea,spiced despot tea,Cocktail,Rocks glass,,,5.0,5.0,aromatic,1
scott 's jungle bird,scott 's jungle bird,Cocktail,Old-fashioned glass,,,5.0,5.0,rummy,5
madeira's white negroni,madeira's white negroni,Cocktail,Old-fashioned glass,,,5.0,5.0,aromatic,4
eggs 'n' bacon sour,eggs 'n' bacon sour,Cocktail,Old-fashioned glass,,,5.0,5.0,fruity,4
passionfruit pizazz,passionfruit pizazz,Cocktail,Coupe glass,,,5.0,5.0,spirity,4
halloween sour,halloween sour,Cocktail,Martini glass,,,5.0,5.0,sappy,4
texas triple step,texas triple step,Cocktail,Rocks glass,,,5.0,5.0,spirity,4
gin-campari sour,gin-campari sour,Cocktail,Coupe glass,,,5.0,5.0,aromatic,4
mary's waterlily,mary's waterlily,Cocktail,Coupe glass,,,5.0,5.0,aromatic,1
maira's red caipirinha,maira's red caipirinha,Cocktail,Highball (max 10oz/300ml),,,5.0,5.0,earthy,1
olle's bitter orange,olle's bitter orange,Cocktail,Martini glass,,,5.0,5.0,tangy,1
koen's passion fruit cocktail,koen's passion fruit cocktail,Cocktail,Coupe glass,,,5.0,5.0,citrusy,4
red carpet,red carpet,Cocktail,Coupe glass,Lombardy,Italy,5.0,5.0,aromatic,4
pasión de fresa,pasión de fresa,Cocktail,Martini glass,,,5.0,5.0,vanilla,3
rick's christmas daiquiri,rick's christmas daiquiri,Cocktail,Coupe glass,,,5.0,5.0,old,5
tootsie roll - kelsey's version,tootsie roll - kelsey's version,Cocktail,Nick & Nora glass,,,5.0,5.0,rummy,4
greenriver,greenriver,Cocktail,Nick & Nora glass,,,5.0,5.0,aromatic,4
christmas slow screw,christmas slow screw,Cocktail,Collins glass,,,5.0,5.0,tangy,4
new spain cocktail,new spain cocktail,Cocktail,Rocks glass,,Spain,5.0,5.0,malty,5
cherry cola,cherry cola,Cocktail,Hurricane glass,,,5.0,5.0,tangy,5
angela's hot buttered rum cocktail,angela's hot buttered rum cocktail,Cocktail,Toddy glass,,,5.0,5.0,rummy,1
christmas martini,christmas martini,Cocktail,Martini glass,,,5.0,5.0,tangy,1
the underdog,the underdog,Cocktail,Old-fashioned glass,,,5.0,5.0,herby,4
eric's caipirinha,eric's caipirinha,Cocktail,Rocks glass,,,5.0,5.0,earthy,1
lime-guava cocktail,lime-guava cocktail,Cocktail,Double old-fashioned,,,5.0,5.0,tangy,5
nueva españa,nueva españa,Cocktail,Martini glass,,,5.0,5.0,malty,4
orange winter,orange winter,Cocktail,Rocks glass,,,5.0,5.0,aromatic,4
blue negligee,blue negligee,Cocktail,Martini glass,,,5.0,5.0,licorice,4
earl grey bee's knees,earl grey bee's knees,Cocktail,Nick & Nora glass,,,5.0,5.0,earthy,1
william's dark 'n' stormy (difford's recipe),william's dark 'n' stormy (difford's recipe),Cocktail,Collins glass,West Virginia,United States,5.0,5.0,gingery,5
nomad negroni,nomad negroni,Cocktail,Old-fashioned glass,,Italy,5.0,5.0,aromatic,4
false toronto,false toronto,Cocktail,Coupe glass,,,5.0,5.0,spicy,3
sean's passion fruit daiquiri,sean's passion fruit daiquiri,Cocktail,Coupe glass,,,5.0,5.0,rich,4
fabri's cynar bourbon sour,fabri's cynar bourbon sour,Cocktail,Old-fashioned glass,,,5.0,5.0,vanilla,1
cachaça expresso,cachaça expresso,Cocktail,Martini glass,,,5.0,5.0,chocolatey,0
white grape,white grape,Cocktail,Double old-fashioned,,France,5.0,5.0,citrusy,3
black swan,black swan,Cocktail,Rocks glass,England,United Kingdom,5.0,5.0,earthy,4
un sourire royal,un sourire royal,Cocktail,Coupe glass,,,5.0,5.0,fresh,4
lemon confit in & out martini,lemon confit in & out martini,Cocktail,Rocks glass,,,5.0,5.0,aromatic,4
rye boulevardier,rye boulevardier,Cocktail,Old-fashioned glass,,,5.0,5.0,malty,3
chocogato,chocogato,Cocktail,Coupe glass,,,5.0,5.0,spirity,0
adrian's clean aviation,adrian's clean aviation,Cocktail,Martini glass,,,5.0,5.0,sappy,1
preserved lemon martini,preserved lemon martini,Cocktail,Martini glass,,,5.0,5.0,aromatic,4
azalea,azalea,Cocktail,Highball (max 10oz/300ml),Georgia,United States,5.0,5.0,pineapple,4
5pm at noon,5pm at noon,Cocktail,Coupe glass,,,5.0,5.0,dry,1
harry oleson's last flight,harry oleson's last flight,Cocktail,Nick & Nora glass,,,5.0,5.0,vanilla,3
smoke & mirrors (mezcal-based),smoke & mirrors (mezcal-based),Cocktail,Coupe glass,Central Region,Ghana,5.0,5.0,peppery,3
the fig easy,the fig easy,Cocktail,Old-fashioned glass,,,4.97,5.0,aromatic,1
moonwalk cocktail,moonwalk cocktail,Cocktail,Flute glass,England,United Kingdom,4.95,5.0,dry,3
no promises,no promises,Cocktail,Old-fashioned glass,Lazio,Italy,4.95,5.0,sweet,1
